기관명,사회서비스분야,주된목적,사업내용,인증여부,인증일자,인증번호,대표자명,전화번호,소재지도로명주소,소재지지번주소,홈페이지주소,데이터기준일자,제공기관코드,제공기관명
㈜더스트레이트,기타,기타형,자세환경 컨설팅 및 관련기구 기타,,,,김주현,032-212-5711,인천광역시 미추홀구 석정로 229,,,2019-06-11,6280000,인천광역시
㈜파티오,기타,기타형,"노인, 장애인 교구개발 및 판매",,,,김태균,032-519-7799,인천광역시 미추홀구 경인로 229,,,2019-06-11,6280000,인천광역시
주식회사 다사랑 행복도시락,기타,혼합형,결식 아동급식,,,,양재덕,032-201-8006,인천광역시 미추홀구 한나루로403번길 134,,,2019-06-11,6280000,인천광역시
(주)서해크린,청소,일자리제공형,"위생, 청소, 소독",,,,"노춘옥, 손종문",032-872-8414,인천광역시 미추홀구 한나루로403번길 134,,,2019-06-11,6280000,인천광역시
㈜재미난나무,환경,기타형,재활용목재가구,,,,이성민,070-7552-1287,인천광역시 미추홀구 인주대로 180,,,2019-06-11,6280000,인천광역시
세림조경디자인㈜,기타,일자리제공형,"조경공사, 조경유지관리",,,,지완석,032-203-5501,인천광역시 미추홀구 인주대로 137,,,2019-06-11,6280000,인천광역시
사회복지법인 손과손 사업단 예림일터,기타,일자리제공형,"종이컵, 위생봉투, 카페용품",,,,공보연,032-529-2677,인천광역시 미추홀구 염전로 262-2,,,2019-06-11,6280000,인천광역시
인천로컬푸드생산자협동조합,기타,기타형,"친환경 쌀, 잡곡, 채소 등",,,,권순실,032-469-3005,인천광역시 미추홀구 석정로240번길 10,,,2019-06-11,6280000,인천광역시
주식회사 혼디,기타,일자리제공형,제조업(C),Y,2011-11-28,제주특별자치도 제2011-107호,김효식,064-702-6897,제주특별자치도 제주시 광양10길 23 (이도이동),,,2019-05-26,6510000,제주특별자치도 제주시
(주)제주생태관광,예술·관광,기타형,"예술, 스포츠 및 여가관련 서비스업(R)",Y,2010-12-22,제주특별자치도 제2010-003호,윤순희,064-784-4256,제주특별자치도 제주시 조천읍 북촌4길 54-5,,,2019-05-26,6510000,제주특별자치도 제주시
영농조합법인 산새미,기타,일자리제공형,제조업(C),Y,2010-05-26,제주특별자치도 제2010-001호,박춘배,064-772-5330,제주특별자치도 제주시 한경면 청수서5길 53,,,2019-05-26,6510000,제주특별자치도 제주시
(유)엔젤사업지원단,간병및가사지원,사회서비스제공형,보건업 및 사회복지 서비스업(Q),Y,2010-01-21,제주특별자치도 제2009-001호,고용석,064-784-5064,제주특별자치도 제주시 조천읍 신북로 233,,,2019-05-26,6510000,제주특별자치도 제주시
사회복지법인 제주황새왓카리타스 일배움터,기타,일자리제공형,도매 및 소매업(G),Y,2008-12-30,제주특별자치도 제2008-005호,정춘진,064-723-9104,제주특별자치도 제주시 기와5길 79 (화북이동),,,2019-05-26,6510000,제주특별자치도 제주시
유한회사클린서비스보금자리,환경,일자리제공형,"하수, 폐기물처리, 원료재생 및 환경복원업(E)",Y,2008-10-23,제주특별자치도 제2008-004호,이영호,064-711-4111,제주특별자치도 제주시 전농로3길 14 (삼도일동),,,2019-05-26,6510000,제주특별자치도 제주시
사회복지법인마로원,기타,일자리제공형,보건업 및 사회복지 서비스업(Q),Y,2008-04-30,제주특별자치도 제2008-002호,양은심,064-796-5777,제주특별자치도 제주시 한림읍 한림뱅디길 88-17,,,2019-05-26,6510000,제주특별자치도 제주시
협진영어조합법인,기타,지역사회공헌형,수산물 및 어묵유통 등 식료품 제조판매,Y,2018-11-06,제주특별자치도 제2018-008호,홍영림,064-796-8032,제주특별자치도 제주시 한림읍 한림해안로 149,,,2019-05-26,6510000,제주특별자치도 제주시
농업회사법인주식회사제주클린산업,기타,일자리제공형,"세척제 제조, 숙박 및 음심점업",Y,2018-09-04,제주특별자치도 제2018-005호,양홍석,070-8257-5541,제주특별자치도 제주시 애월읍 하귀6길 22,,,2019-05-26,6510000,제주특별자치도 제주시
주식회사 헤쎄드커뮤니케이션즈,예술·관광,지역사회공헌형,국제회의기획업,Y,2018-07-03,제주특별자치도 제2018-003호,김지미,064-000-0000,"제주특별자치도 제주시 삼무로 77, 2층 (연동)",,,2019-05-26,6510000,제주특별자치도 제주시
(사)제주특별자치도유소년축구협의회,운동,사회서비스제공형,유소년축구클럽운영,Y,2018-07-03,제주특별자치도 제2018-002호,허원행,064-000-0000,"제주특별자치도 제주시 가령골2길 13-18, 1층 (이도이동)",,,2019-05-26,6510000,제주특별자치도 제주시
두리함께 주식회사,예술·관광,사회서비스제공형,여행상품 개발 및 맞춤형 여행 서비스 제공,Y,2018-07-03,제주특별자치도 제2018-001호,이광호,064-742-0078,"제주특별자치도 제주시 성두길 7-3, 1층 (연동)",,,2019-05-26,6510000,제주특별자치도 제주시
주식회사 꿈틀,기타,일자리제공형,부모님(어르신) 자서전 출판,Y,2017-11-16,제주특별자치도 제2017-006호,원성철,070-4132-0227,"제주특별자치도 제주시 관덕로3길 1-1, 지하층 (삼도이동)",,,2019-05-26,6510000,제주특별자치도 제주시
유한회사 섬이다,기타,지역사회공헌형,"서양음식점업, 식품, 관광기념품",Y,2017-09-12,제주특별자치도 제2017-004호,김종현,064-745-5008,"제주특별자치도 제주시 서해안로 452, 1층(용담삼동)",,,2019-05-26,6510000,제주특별자치도 제주시
(주)정성기업,기타,일자리제공형,세탁업,Y,2017-05-10,제주특별자치도 제2017-003호,홍경수,070-7747-8337,제주특별자치도 제주시 애월읍 일주서로 7040,,,2019-05-26,6510000,제주특별자치도 제주시
제주희망협동조합,기타,일자리제공형,"화물운송, 농산물, 식품운반업, 집단급식소식품판매업",Y,2017-05-10,제주특별자치도 제2017-002호,김홍수,064-726-2405,제주특별자치도 제주시 조천읍 함덕남2길 20,,,2019-05-26,6510000,제주특별자치도 제주시
영농조합법인 제주다,기타,지역사회공헌형,"다류, 농산물, 화장품도매업",Y,2017-05-10,제주특별자치도 제2017-001호,강석수,064-772-1293,제주특별자치도 제주시 애월읍 납읍남로 65,,,2019-05-26,6510000,제주특별자치도 제주시
사회적협동조합 희망나래,기타,혼합형,취약계층 일자리 창출사업 및 발달장애인 주간활동센터 운영,Y,2016-12-27,제주특별자치도 제2016-002호,최영열,064-752-5151,"제주특별자치도 제주시 중앙로 175, 3층(일도이동)",,,2019-05-26,6510000,제주특별자치도 제주시
㈜해피맘하우스,기타,사회서비스제공형,"캐릭터 디자인제작, 인형제작",Y,2016-02-29,제주특별자치도 제2016-001호,김미경,064-799-6222,제주특별자치도 제주시 애월읍 곽지1길 26-7,,,2019-05-26,6510000,제주특별자치도 제주시
농업회사법인㈜제주공방,예술·관광,일자리제공형,정낭화분을 활용한 녹색환경조성 및 제주자원활용관광기념품개발과 판매,Y,2015-09-22,제주특별자치도 제2015-006호,민홍식,064-713-8224,제주특별자치도 제주시 애월읍 하귀로 15길 25,,,2019-05-26,6510000,제주특별자치도 제주시
㈜제주이어도돌봄센터,간병및가사지원,일자리제공형,돌봄사회서비스 사업,Y,2015-09-22,제주특별자치도 제2015-007호,김숙경,064-721-1297,"제주특별자치도 제주시 서광로 157, 4층 (용담일동)",,,2019-05-26,6510000,제주특별자치도 제주시
(주)시와월드,예술·관광,지역사회공헌형,꼬마하루방 제돌이 활용 지역 관광향토 자원화 사업,Y,2015-07-27,제주특별자치도 제2015-005호,우영진,064-725-7062,제주특별자치도 제주시 중앙로14길 21 제주대학교 BI센터 113호,,,2019-05-26,6510000,제주특별자치도 제주시
주식회사 대유기업,기타,일자리제공형,"기계설비업, 가스시공업, 신재생에너지사업",Y,2015-03-31,제주특별자치도 제2015-004호,김경수,064-702-4273,제주특별자치도 제주시 오현길 9신세계아파트 지층108호,,,2019-05-26,6510000,제주특별자치도 제주시
"주식회사 디엘에스(DLS Co., Ltd)",기타,일자리제공형,"도서, 비도서(전자책, 교육용 교재) 및 컨텐츠 공급",Y,2015-03-31,제주특별자치도 제2015-003호,양석문,064-721-7482,제주특별자치도 제주시 구산동길 11-8(아라일동),,,2019-05-26,6510000,제주특별자치도 제주시
행복나눔마트협동조합,기타,기타형,슈퍼마켓운영사업,Y,2014-12-16,제주특별자치도 제2014-008호,이경수,064-746-7500,"제주특별자치도 제주시 원노형로 46, 1층",,,2019-05-26,6510000,제주특별자치도 제주시
(사)국악연희단하나아트,예술·관광,사회서비스제공형,문화예술 공연사업,Y,2014-12-16,제주특별자치도 제2014-005호,고석철,064-756-0105,"제주특별자치도 제주시 승천로 8, 지하층 (이도이동)",,,2019-05-26,6510000,제주특별자치도 제주시
(사)제주영상문화연구원,예술·관광,일자리제공형,방송 홍보용 영상콘텐츠 제작,Y,2014-12-16,제주특별자치도 제2014-006호,양원홍,064-752-4547,"제주특별자치도 제주시 신대로13길 1, 2층 201호,202호(연동)",,,2019-05-26,6510000,제주특별자치도 제주시
제주콩나물영농조합법인,기타,일자리제공형,친환경 콩나물 및 숙주나물 생산판매,Y,2014-12-16,제주특별자치도 제2014-007호,박명순,064-743-1396,제주특별자치도 제주시 덕지4길 21 (이호이동),,,2019-05-26,6510000,제주특별자치도 제주시
사회복지법인 창암복지재단 엘린,기타,일자리제공형,"숙박, 여행, 청소용역업",Y,2014-06-30,제주특별자치도 제2014-003호,한봉금,064-752-2299,제주특별자치도 제주시 은남1길 4(연동),,,2019-05-26,6510000,제주특별자치도 제주시
주식회사 푸른바이크쉐어링,예술·관광,일자리제공형,자전거 대여 및 수리,Y,2014-03-13,제주특별자치도 제2014-001호,김형찬,064-721-0333,"제주특별자치도 제주시 중앙로 14길 21, 107(삼도이동)",,,2019-05-26,6510000,제주특별자치도 제주시
주식회사 한라환경,청소,일자리제공형,"타이어 재활용업, 청소도구 제작",Y,2013-12-17,제주특별자치도 제2013-008호,오태흠,064-721-0025,제주특별자치도 제주시 송이길 172(회천동),,,2019-05-26,6510000,제주특별자치도 제주시
농업회사법인 주식회사 제주살림,기타,일자리제공형,"친환경 로컬푸드 생산, 유통, 판매",Y,2013-11-08,제주특별자치도 제2013-006호,강경주,064-796-5585,제주특별자치도 제주시 한림읍 금악동길 211,,,2019-05-26,6510000,제주특별자치도 제주시
제주물마루된장학교 영농조합법인,기타,혼합형,웰빙전통식품개발 및 교육을 통한 도민건강 증진사업,Y,2013-11-08,제주특별자치도 제2013-007호,부정선,064-796-4764,제주특별자치도 제주시 한림읍 한수풀로 258-28,,,2019-05-26,6510000,제주특별자치도 제주시
주식회사 제이엠누리,기타,일자리제공형,"지역문화콘텐츠 개발, 광고, 인터넷뉴스",Y,2013-09-09,제주특별자치도 제2013-003호,김원국,070-4270-5670,"제주특별자치도 제주시 첨단로 213-3, 5층(영평동, 507호)",,,2019-05-26,6510000,제주특별자치도 제주시
한라산성암영귤농원 영농조합법인,기타,일자리제공형,"유기농 영귤, 과즙사업",Y,2013-02-28,제주특별자치도 제2013-001호,김순자,064-727-9889,제주특별자치도 제주시 능산길 73,,,2019-05-26,6510000,제주특별자치도 제주시
주식회사 더불어,기타,일자리제공형,"제주특산물 판매, 친환경 제품 판매",Y,2012-12-14,제주특별자치도 제2012-142호,박홍숙,070-4200-9911,"제주특별자치도 제주시 다랑곶6길 6, 502호 (노형동, 세븐빌딩)",,,2019-05-26,6510000,제주특별자치도 제주시
주식회사 서정,청소,일자리제공형,"청소, 방역",Y,2012-09-07,제주특별자치도 제2012-059호,양미순,064-711-6788,제주특별자치도 제주시 도리로 106-10(이호일동),,,2019-05-26,6510000,제주특별자치도 제주시
생드르영농조합법인,기타,지역사회공헌형,친환경농산물 로컬푸드 사업,Y,2012-04-30,제주특별자치도 제2012-016호,이성호,064-783-6145,제주특별자치도 제주시 조천읍 신촌남8길 220-25,,,2019-05-26,6510000,제주특별자치도 제주시
사단법인 제주바당,환경,기타형,제주 해안변 바다쓰레기 정화활동 봉사 단체,N,2019-04-30,제주특별자치도 제2019-29호,강호영,064-000-0000,"제주특별자치도 제주시 신광로 21, 2층",,,2019-05-26,6510000,제주특별자치도 제주시
메이피플㈜,기타,기타형,"에너지빈곤층 지원 및 소규모사회복지시설의 에너지효율, 주거환경개선(그린리모델링, 건축엔지니어링 서비스)",N,2019-04-29,제주특별자치도 제2019-28호,박미정박주원,064-747-9488,"제주특별자치도 제주시 오남로 247-4, 1층",,,2019-05-26,6510000,제주특별자치도 제주시
주식회사 파란공장,기타,기타형,"디자인기념품 제조 및 도소매, 특산품 도소매",N,2019-04-28,제주특별자치도 제2019-27호,조남희,064-799-7520,제주특별자치도 제주시 애월읍 고내로7길 45-5,,,2019-05-26,6510000,제주특별자치도 제주시
㈜페인트닥터,환경,기타형,천연페인트 시공 및 유통,N,2019-04-27,제주특별자치도 제2019-26호,최유라,064-000-0000,제주특별자치도 제주시 한림읍 명월성로 345,,,2019-05-26,6510000,제주특별자치도 제주시
㈜카카오패밀리,기타,기타형,공정무역을 통한 카카오 수입과 가공생산,N,2019-04-26,제주특별자치도 제2019-25호,김정아,064-782-1238,"제주특별자치도 제주시 구좌읍 일주동로 2708-19, 용암해수단지2호관 203호",,,2019-05-26,6510000,제주특별자치도 제주시
사단법인제주마을소도리문화연구소,문화재보존,지역사회공헌형,"마을미디어제작, 소규모동아리 만들기, 청소년 교육, 마을투어, 마을만들기 사업",N,2019-04-25,제주특별자치도 제2019-24호,김대윤,064-000-0000,제주특별자치도 제주시 구좌읍 문주란로1,,,2019-05-26,6510000,제주특별자치도 제주시
주식회사 설문대,예술·관광,지역사회공헌형,"제주문화를 소재로한 문화기획, 축제/행사개최, 공연기획, 교육서비스 제공",N,2019-04-24,제주특별자치도 제2019-23호,양진원,064-000-0000,"제주특별자치도 제주시 노형로 345, 3층",,,2019-05-26,6510000,제주특별자치도 제주시
무조리실 협동조합,기타,지역사회공헌형,음식 생산 및 판매,N,2019-04-23,제주특별자치도 제2019-22호,최진아,064-000-0000,"제주특별자치도 제주시 관덕로6길 14, 1층",,,2019-05-26,6510000,제주특별자치도 제주시
주식회사 제주펫,기타,지역사회공헌형,"반려동물 수제간식 레시피 개발, 생산, 유통판매점 운영",N,2019-04-22,제주특별자치도 제2019-21호,홍진수,064-000-0000,제주특별자치도 제주시 조천읍 중산간동로 1194,,,2019-05-26,6510000,제주특별자치도 제주시
