낚시터명,낚시터유형,소재지도로명주소,소재지지번주소,위도,경도,낚시터전화번호,수면적,주요어종,최대수용인원,수상시설물유형,이용요금,주요포인트,안전시설현황,편익시설현황,주변관광지,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
양사낚시터,저수지,인천광역시 강화군 양사면,인천광역시 강화군 양사면 덕하리 1278,37.8053637167,126.4238149867,,8357,붕어+잉어,50,해당없음,20000,,구명조끼+소화기 등,화장실+쓰레기통,,,인천광역시 강화군,2019-09-20,3570000,인천광역시 강화군
항포낚시터,저수지,인천광역시 강화군 삼산면,인천광역시 강화군 삼산면 석모리 1148,37.7063670728,126.2840290746,,528000,붕어+잉어,50,해당없음,20000,,구명조끼+소화기 등,화장실+쓰레기통,,,인천광역시 강화군,2019-09-20,3570000,인천광역시 강화군
고구낚시터,저수지,인천광역시 강화군 교동면,인천광역시 강화군 교동면 고구리 243 외,37.796350,126.292765,,838000,붕어+잉어,50,해당없음,20000,,구명조끼+소화기 등,화장실+쓰레기통,,,인천광역시 강화군,2019-09-20,3570000,인천광역시 강화군
양오낚시터,저수지,인천광역시 강화군 송해면,인천광역시 강화군 송해면 양오리 10-2,37.8002387870,126.4474212000,,241771,붕어+잉어,200,잔교형좌대,20000,,구명조끼+소화기 등,화장실+쓰레기통,,,인천광역시 강화군,2019-09-20,3570000,인천광역시 강화군
황산레저낚시터,기타,인천광역시 강화군 길상면,인천광역시 강화군 길상면 초지리 1323,37.6212116871,126.5370825333,,96000,우럭+광어,200,잔교형좌대,60000,,구명조끼+소화기 등,화장실+쓰레기통,,,인천광역시 강화군,2019-09-20,3570000,인천광역시 강화군
동검낚시터,기타,인천광역시 강화군 길상면,인천광역시 강화군 길상면 동검리 109-1,37.5876805927,126.5222735178,,25088,우럭+광어,100,해당없음,60000,,구명조끼+소화기 등,화장실+쓰레기통,,,인천광역시 강화군,2019-09-20,3570000,인천광역시 강화군
서검낚시터,저수지,인천광역시 강화군 삼산면,인천광역시 강화군 삼산면 서검길 153-18,37.724996,126.226164,,22000,붕어+잉어,20,해당없음,20000,,구명조끼+소화기 등,화장실+쓰레기통,,,인천광역시 강화군,2019-09-20,3570000,인천광역시 강화군
하리낚시터,저수지,인천광역시 강화군 삼산면,인천광역시 강화군 삼산면 하리 17-1,37.7404128045,126.2899256178,,342000,붕어+잉어,50,해당없음,20000,,구명조끼+소화기 등,화장실+쓰레기통,,,인천광역시 강화군,2019-09-20,3570000,인천광역시 강화군
선두포낚시터,기타,인천광역시 강화군 길상면,인천광역시 강화군 길상면 선두리 1364 외 2,37.634462,126.464612,,86214,붕어+잉어,20,해당없음,10000,,구명조끼+소화기 등,화장실+쓰레기통,,,인천광역시 강화군,2019-09-20,3570000,인천광역시 강화군
길상낚시터,저수지,인천광역시 강화군 길상면,인천광역시 강화군 길상면 장흥리 16,37.6251598414,126.5012774976,,39200,붕어+잉어,150,잔교형좌대,30000,,구명조끼+소화기 등,화장실+쓰레기통,,,인천광역시 강화군,2019-09-20,3570000,인천광역시 강화군
강화바다낚시터,기타,인천광역시 강화군 길상면,인천광역시 강화군 길상면 장흥리 276-5,37.6069038328,126.5168784284,,2250,우럭+광어,50,해당없음,60000,,구명조끼+소화기 등,화장실+쓰레기통,,,인천광역시 강화군,2019-09-20,3570000,인천광역시 강화군
강화선두바다낚시터,기타,인천광역시 강화군 길상면,인천광역시 강화군 길상면 선두리 976-20,37.6008675455,126.4935967423,,8810,우럭+광어,85,잔교형좌대,60000,,구명조끼+소화기 등,화장실+쓰레기통,,,인천광역시 강화군,2019-09-20,3570000,인천광역시 강화군
어류정낚시터,저수지,인천광역시 강화군 삼산면,인천광역시 강화군 삼산면 매음리 114-72,37.6610725073,126.3369019680,,135000,붕어+잉어,40,해당없음,20000,,구명조끼+소화기 등,화장실+쓰레기통,,,인천광역시 강화군,2019-09-20,3570000,인천광역시 강화군
황산초지사계절바다낚시터,기타,인천광역시 강화군 길상면,"인천광역시 강화군 길상면 초지리 1325-57, 1325-58-, 1325-59",37.6212505132,126.5347875591,,850,우럭+광어,70,잔교형좌대,60000,,구명조끼+소화기 등,화장실+쓰레기통,,,인천광역시 강화군,2019-09-20,3570000,인천광역시 강화군
후크선장과 바다낚시,기타,인천광역시 강화군 길상면 해안남로117번길 79,"인천광역시 강화군 길상면 초지리 1328-8, 1328-99",37.6188002677,126.5424521077,,936,우럭+광어,130,해당없음,60000,,구명조끼+소화기 등,화장실+쓰레기통,,,인천광역시 강화군,2019-09-20,3570000,인천광역시 강화군
활주로랜드낚시터,평지,전라남도 나주시 등정덕례길 54,전라남도 나주시 산포면 등정리 557-2,35.0464453624,126.8196552557,061-337-0010,4300,붕어+잉어,60,고정형,"20,000",,"소화기, 구명조끼,구명줄, 구명부환 등",화장실+세면소+통신장비 등,산림자원연구소,061-339-7602,전라남도 나주시,2019-07-01,4830000,전라남도 나주시
산제낚시터,평지,전라남도 나주시 세남로 1371,전라남도 나주시 산포면 산제리 453-4,35.024388,126.832491,,959,붕어+잉어,60,고정형,"20,000",,"소화기, 구명조끼,구명줄, 구명부환 등",화장실+세면소+통신장비 등,산림자원연구소,061-339-7602,전라남도 나주시,2019-07-01,4830000,전라남도 나주시
문장낚시터,저수지,전라남도 함평군 해보면 구계길 93,전라남도 함평군 해보면 금덕리 587-21,35.1887462,126.5926976008,061-323-5557,2955,"잉어,붕어",40,고정형,1일 30000원,수초지대,구명부환+소화기+구급약품+방송장비,"화장실, 쓰레기통",용천사,061-320-1944,전라남도 함평군,2019-09-24,4960000,전라남도 함평군
소경어촌계낚시터,기타,전라남도 여수시 경호동 809,전라남도 여수시 경호동 809,34.7084889136,127.7078259598,,5170,감성돔+농어+우럭+노래미,30,고정형,5인150000원,,구명부환+소화기+구명조끼+구급약품세트+핸드레일+안전사다리,돔하우스+야외화장실,"돌산대교,향일암,오동도",061-659-3934,전라남도 여수시청,2019-09-20,4810000,전라남도 여수시
외동어촌계낚시터,기타,전라남도 여수시 경호동 598,전라남도 여수시 경호동 598,34.7185663632,127.729462,,1608,볼락+감성돔+농어+노래미,64,고정형,4인130000원,,구명부환+소화기+구명조끼+구급약품세트+핸드레일+안전사다리,돔하우스+야외화장실,"돌산대교,향일암,오동도",061-659-3934,전라남도 여수시청,2019-09-20,4810000,전라남도 여수시
돌산해양낚시공원낚시터,기타,전라남도 여수시 돌산읍 우두리 806-3,전라남도 여수시 돌산읍 우두리 806-3,34.727104,127.736690,,23119,볼락+감성돔+농어+노래미,32,고정형,2인130000원,,구명부환+소화기+구명조끼+구급약품세트+핸드레일+안전사다리,돔하우스+야외화장실,"돌산대교,향일암,오동도",061-659-3934,전라남도 여수시청,2019-09-20,4810000,전라남도 여수시
주남낚시터,평지,경상남도 창원시 의창구 동읍 동읍로 268-10,경상남도 창원시 의창구 동읍 다호리 265,35.2983732342,128.6733925276,,150,붕어,15,고정형,1일 10000원,,구명부환+소화기+구급약품+확성기,화장실+쓰레기통,주남저수지,055-212-4424,경상남도 창원시 의창구청,2019-09-24,5670000,경상남도 창원시
35.065079,바다,경상남도 창원시 마산합포구 구산면 심리산2번지 앞지선해역,경상남도 창원시 마산합포구 구산면심리산2번지 앞지선해역,35.065079,128.628636,,507,"우럭,볼락",24,부유형,1일30000원,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,저도,055-220-4464,경상남도 창원시 마산합포구청,2019-09-24,5670000,경상남도 창원시
선창 낚시터,바다,경상남도 창원시 마산합포구 구산면 심리산2번지 앞지선해역,경상남도 창원시 마산합포구 구산면심리산2번지 앞지선해역,35.065079,128.628636,,519.9,"우럭,볼락",26,부유형,1일30000원,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,저도,055-220-4464,경상남도 창원시 마산합포구청,2019-09-24,5670000,경상남도 창원시
조선 낚시터,바다,경상남도 창원시 마산합포구 구산면 심리산2번지 앞지선해역,경상남도 창원시 마산합포구 구산면심리산2번지 앞지선해역,35.065079,128.628636,,461.1,"우럭,볼락",20,부유형,1일30000원,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,저도,055-220-4464,경상남도 창원시 마산합포구청,2019-09-24,5670000,경상남도 창원시
태양 낚시터,바다,경상남도 창원시 마산합포구 구산면 심리산2번지 앞지선해역,경상남도 창원시 마산합포구 구산면심리산2번지 앞지선해역,35.065079,128.628636,,554.4,"우럭,볼락",31,부유형,1일30000원,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,저도,055-220-4464,경상남도 창원시 마산합포구청,2019-09-24,5670000,경상남도 창원시
새마을낚시터,저수지,경상북도 경주시 내남면 내남로 393-20,,35.7820543291,129.186530679,054-745-5992,8443,"붕어,잉어 등",40,2동(부유식),"10,000원/일",,"구명부환2,소화기4,구명조끼6,구급약품1","화장실1,세면소1",,054-779-6324,경주시 해양수산과,2019-04-10,5050000,경상북도 경주시
대봉 낚시터,바다,경상남도 창원시 마산합포구 구산면 심리산2번지 앞지선해역,경상남도 창원시 마산합포구 구산면심리산2번지 앞지선해역,35.065079,128.628636,,534.6,"우럭,볼락",27,부유형,1일30000원,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,저도,055-220-4464,경상남도 창원시 마산합포구청,2019-09-24,5670000,경상남도 창원시
혜주 낚시터,바다,경상남도 창원시 마산합포구 구산면 심리산2번지 앞지선해역,경상남도 창원시 마산합포구 구산면심리산2번지 앞지선해역,35.065079,128.628636,,509.4,"우럭,볼락",23,부유형,1일30000원,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,저도,055-220-4464,경상남도 창원시 마산합포구청,2019-09-24,5670000,경상남도 창원시
강민 낚시터,바다,경상남도 창원시 마산합포구 구산면 심리산2번지 앞지선해역,경상남도 창원시 마산합포구 구산면심리산2번지 앞지선해역,35.065079,128.628636,,540,"우럭,볼락",28,부유형,1일30000원,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,저도,055-220-4464,경상남도 창원시 마산합포구청,2019-09-24,5670000,경상남도 창원시
태진 낚시터,바다,경상남도 창원시 마산합포구 구산면 심리산2번지 앞지선해역,경상남도 창원시 마산합포구 구산면심리산2번지 앞지선해역,35.065079,128.628636,,570.4,"우럭,볼락",28,부유형,1일30000원,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,저도,055-220-4464,경상남도 창원시 마산합포구청,2019-09-24,5670000,경상남도 창원시
가고파 낚시터,바다,경상남도 창원시 마산합포구 구산면 심리산2번지 앞지선해역,경상남도 창원시 마산합포구 구산면심리산2번지 앞지선해역,35.065079,128.628636,,540,"우럭,볼락",28,부유형,1일30000원,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,저도,055-220-4464,경상남도 창원시 마산합포구청,2019-09-24,5670000,경상남도 창원시
천수 낚시터,바다,경상남도 창원시 마산합포구 구산면 심리산2번지 앞지선해역,경상남도 창원시 마산합포구 구산면심리산2번지 앞지선해역,35.065079,128.628636,,5332.8,"우럭,볼락",28,부유형,1일30000원,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,저도,055-220-4464,경상남도 창원시 마산합포구청,2019-09-24,5670000,경상남도 창원시
성용 낚시터,바다,경상남도 창원시 마산합포구 구산면 심리산2번지 앞지선해역,경상남도 창원시 마산합포구 구산면심리산2번지 앞지선해역,35.065079,128.628636,,501.2,"우럭,볼락",24,부유형,1일30000원,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,저도,055-220-4464,경상남도 창원시 마산합포구청,2019-09-24,5670000,경상남도 창원시
바다 낚시터,바다,경상남도 창원시 마산합포구 구산면 심리산2번지 앞지선해역,경상남도 창원시 마산합포구 구산면심리산2번지 앞지선해역,35.065079,128.628636,,540,"우럭,볼락",28,부유형,1일30000원,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,저도,055-220-4464,경상남도 창원시 마산합포구청,2019-09-24,5670000,경상남도 창원시
황금 낚시터,바다,경상남도 창원시 마산합포구 구산면 심리산2번지 앞지선해역,경상남도 창원시 마산합포구 구산면심리산2번지 앞지선해역,35.065079,128.628636,,636.5,"우럭,볼락",37,부유형,1일30000원,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,저도,055-220-4464,경상남도 창원시 마산합포구청,2019-09-24,5670000,경상남도 창원시
순찬 낚시터,바다,경상남도 창원시 마산합포구 구산면 심리산2번지 앞지선해역,경상남도 창원시 마산합포구 구산면심리산2번지 앞지선해역,35.065079,128.628636,,540,"우럭,볼락",28,부유형,1일30000원,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,저도,055-220-4464,경상남도 창원시 마산합포구청,2019-09-24,5670000,경상남도 창원시
재영 낚시터,바다,경상남도 창원시 마산합포구 구산면 심리산2번지 앞지선해역,경상남도 창원시 마산합포구 구산면심리산2번지 앞지선해역,35.065079,128.628636,,540,"우럭,볼락",28,부유형,1일30000원,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,저도,055-220-4464,경상남도 창원시 마산합포구청,2019-09-24,5670000,경상남도 창원시
쌍둥이2 낚시터,바다,경상남도 창원시 마산합포구 구산면 심리산2번지 앞지선해역,경상남도 창원시 마산합포구 구산면심리산2번지 앞지선해역,35.065079,128.628636,,507.6,"우럭,볼락",25,부유형,1일30000원,,구명부환+소화기+구급약품+전기설비,화장실+쓰레기통,저도,055-220-4464,경상남도 창원시 마산합포구청,2019-09-24,5670000,경상남도 창원시
