마을기업명,마을기업구분,법인명,법인형태구분,소재지도로명주소,소재지지번주소,위도,경도,마을기업설립년월,마을기업인증년월,마을기업대표자명,마을기업대표전화번호,마을기업홈페이지,마을기업회원수,마을기업목적사업,마을기업주요상품,상품관련인증정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
장수신농영농조합법인,자립형,장수신농영농조합법인,영농조합,전라북도 장수군 장수읍 장수로 1959,전라북도 장수군 장수읍 개정리 318,35.6308908516,127.5089158967,2009-10,2011-04,전대호,063-351-5659,,11,지역농산물 판로개척,사과,,063-350-2191,전라북도 장수군청,2020-01-30,4750000,전라북도 장수군
동네책방00협동조합,자립형,동네책방00협동조합,협동조합,대구광역시 달서구 선원로37남길 13-10(이곡동),,35.8599290712,128.5136518607,2017-01,2018-05,유갑순,053-667-2542,,,도서판매 및 기획출판,도서,,053-667-2542,대구광역시 달서구청,2020-06-01,3470000,대구광역시 달서구
위고스포츠,자립형,㈜위고스포츠,주식회사,대구광역시 달서구 학산로19길 48,,35.8345483554,128.5364138661,2018-04,2018-07,류상기,053-667-2542,,,체육 교육프로그램 개발 및 교육서비스 제공,체육교육서비스,,053-667-2542,대구광역시 달서구청,2020-06-01,3470000,대구광역시 달서구
핸즈나린협동조합,신규,핸즈나린협동조합,협동조합,대구광역시 달서구 선원로 105-25(이곡동),,35.8603582225,128.5038783580,2019-03,2020-02,최은지,053-243-2451,,,공예전시 및 판매사업,공예품,,053-667-2542,대구광역시 달서구청,2020-06-01,3470000,대구광역시 달서구
주식회사 새벽수라상,신규,주식회사 새벽수라상,주식회사,대구광역시 달서구 계대동문로 99(이곡동),,35.8556619504,128.5041217284,2019-10,2020-02,이남율,053-581-8454,,,반찬의 제조 및 배송,반찬,,053-667-2542,대구광역시 달서구청,2020-06-01,3470000,대구광역시 달서구
대구반려동물산업협동조합,신규,대구반려동물산업협동조합,협동조합,대구광역시 달서구 조암남로 85(월성동),,35.8199016505,128.5240445773,2018-10,2020-02,강정심,053-639-0028,,,반려동물산업 서비스 전반에 대한 사업,애견카페,,053-667-2542,대구광역시 달서구청,2020-06-01,3470000,대구광역시 달서구
행복림 교육문화센터,신규,사회적협동조합 행복림,협동조합,대구광역시 달서구 이곡동로 27(이곡동),,35.8542544435,128.5105773734,2017-12,2020-02,강문주,053-582-4202,,,발달장애인 교육 지원 사업,교육서비스,,053-667-2542,대구광역시 달서구청,2020-06-01,3470000,대구광역시 달서구
고기익는마을,자립형,㈜고기익는마을,주식회사,서울특별시 성동구 마장동 509-4,서울특별시 성동구 고산자로24길 11-1,37.569995,127.038936,2018-04,2018-04,박재홍,02-2281-4446,http://www.mjmm.co.kr/,,"축산물, 먹거리","음식, 한식","소고기,한우",02-2286-6610,서울특별시 성동구청,2020-06-08,3030000,서울특별시 성동구
SSST㈜,자립형,에스에스티 주식회사,주식회사,서울특별시 성동구 성수동2가 300-4,서울특별시 성동구 아차산로 103,37.545032,127.055577,2018-01,2018-04,이세형,02-2118-7091,http://ssst.modoo.at/,,"구두제조, 판매업","구두, 잡화(핸드백, 지갑)",,02-2286-6610,서울특별시 성동구청,2020-06-08,3030000,서울특별시 성동구
성동패션봉제협동조합,재지정,성동패션봉제협동조합,협동조합,서울특별시 성동구 하왕십리동 966-7,서울특별시 성동구 무학봉길 89 1F,37.562246,127.031929,2018-12,2018-12,김원호,02-2281-1073,http://www.seongdongfs.co.kr,98,폐원단,"재활용, 교육","폐원단,재활용",02-2286-6608,서울특별시 성동구청,2020-06-08,3030000,서울특별시 성동구
나눔봉제협동조합,신규,나눔봉제협동조합,협동조합,서울특별시 성동구 무학봉길 57,서울특별시 성동구 하왕십리동 982-4,37.56074081,127.0291329,2020-02,2020-02,신치우,02-2291-7924,http://www.nanumbj.co.kr,,"의류제조,판매,교육",의류,,02-2286-6610,서울특별시 성동구청,2020-06-08,3030000,서울특별시 성동구
동네발전소협동조합,자립형,동네발전소협동조합,협동조합,서울특별시 양천구 목동로 173 지층(신정동),서울특별시 양천구 신정동 1006-2,37.523989,126.864608,2015-08,2015-06,김하석,070-5153-9251,villagenschool.com,28,"골목 활성화 재능나눔, 컨텐츠 환원","강의교육, 컨텐츠 중개업",서울시 공유기업,02-2620-4813,서울특별시 양천구청,2020-05-30,3140000,서울특별시 양천구
희망기장협동조합,자립형,희망기장협동조합,협동조합,부산광역시 기장군 일광면 문오성길 319,,35.29148554,129.2599291,,2011-03,김대형,051-723-0905,http://www.hmgijang.com/,,"지역특산품(미역, 다시마 등) 판매",지역특산품,,051-709-4395,부산광역시 기장군,2020-05-21,3400000,부산광역시 기장군
철마중리마을발전위원회,자립형,-,기타,부산광역시 기장군 철마면 곰내길 261,,35.290947,129.168409,,2011-03,오정석,051-721-9255,,,"두부, 메주 가공 판매","두부, 메주",,051-709-4395,부산광역시 기장군,2020-05-21,3400000,부산광역시 기장군
꽃길을 따라서 체험학습장,자립형,꽃길을따라서체험학습장,영농조합,,부산광역시 기장군 기장읍 내리 494,35.22018947,129.2000324,,2012-03,성재영,051-722-1481,http://cafe.daum.net/yehyang7,,농촌체험학습장,"도예, 농촌체험",,051-709-4395,부산광역시 기장군,2020-05-21,3400000,부산광역시 기장군
기장엔초비,자립형,기장엔초비,주식회사,부산광역시 기장군 일광면 기장해안로 1312,,35.26090948,129.233525,,2014-09,김금옥,051-722-6695,,,수산물 판매,수산물,,051-709-4395,부산광역시 기장군,2020-05-21,3400000,부산광역시 기장군
철마청년협동조합,자립형,철마청년협동조합,협동조합,부산광역시 기장군 철마면 철마로 450,,35.275292,129.146095,,2017-06,오효운,051-751-8114,,,"곰국 제조 및 판매, 지역특산물 판매","곰국, 지역특산물",,051-709-4395,부산광역시 기장군,2020-05-21,3400000,부산광역시 기장군
일광협동조합,신규,일광협동조합,협동조합,부산광역시 기장군 일광면 이천10길 18-1,,35.26805967,129.2349475,,2017-09,서상,051-723-5525,,,중장비 실습교육 및 운용,중장비 실습교육,,051-709-4395,부산광역시 기장군,2020-05-21,3400000,부산광역시 기장군
장생포고래특구협동조합,자립형,장생포고래특구협동조합,협동조합,울산광역시 남구 장생포고래로 183번길 3-1,,35.502197,129.3744942931,,2014-05,김병관,052-271-3500,,,청소 및 방역,"청소,방역",,052-226-3294,울산광역시 남구청,2020-05-11,3700000,울산광역시 남구
한국가죽공예협동조합,자립형,한국가죽공예협동조합,협동조합,울산광역시 남구 삼호로 7번길 3,,35.550258,129.265402,,2016-10,유명한,070-7555-7750,,,"가죽가방 소품 제작 판매, 가죽공예 교육프로그램 운영","핸드메이드 가죽가방, 소품",,052-226-3294,울산광역시 남구청,2020-05-11,3700000,울산광역시 남구
협동조합 양지마실 건강체험,자립형,협동조합 양지마실 건강체험,협동조합,울산광역시 남구 남부순환도로569번길 20,,35.5188190407,129.303397,,2017-06,김화자,052-273-3557,,,"건강체험 및 제철농산물, 로컬푸드 마을음식점",로컬푸드,,052-226-3294,울산광역시 남구청,2020-05-11,3700000,울산광역시 남구
뜰안에창작마을 협동조합,자립형,뜰안에창작마을 협동조합,협동조합,울산광역시 남구 여천로 71,,35.524429,129.3418230318,,2019-09,김희주,052-000-0000,,,"수공예 관광상품, 기념품 개발 판매 교육","장바구니, 수공예품",,052-226-3294,울산광역시 남구청,2020-05-11,3700000,울산광역시 남구
(주)달그리다,자립형,(주)달그리다,주식회사,"울산광역시 남구 삼호로 7번길 3-11,202호",,35.550145,129.264762,,2019-03,서정희,052-000-0000,,,주얼리제조,주얼리제조,,052-226-3294,울산광역시 남구청,2020-05-11,3700000,울산광역시 남구
좋은이웃,자립형,㈜좋은이웃,주식회사,대전광역시 대덕구 계족로667-21,대전광역시 대덕구 법동 282-9,36.3708903958,127.4274265648,2012-01,2012-04,오순열,042-638-2465,,30,일반식품,차.쿠키판매,,042-608-6142,대전광역시 대덕구청,2020-04-14,3680000,대전광역시 대덕구
극단씨앗,자립형,㈜극단씨앗,주식회사,대전광역시 대덕구 송촌북로 36번길 10,대전광역시 대덕구 송촌동 450-2,36.3653811256,127.4367605637,2013-01,2013-05,곽창연,042-342-7272,,25,문화예술,"문화예술공여,재능기부",,042-608-6142,대전광역시 대덕구청,2020-04-14,3680000,대전광역시 대덕구
나무이야기 협동조합,자립형,나무이야기협동조합,협동조합,대전광역시 대덕구 쌍청당로 1,대전광역시 대덕구 중리동 118-9,36.3623265029,127.4351836090,2014-03,2014-05,구윤미,042-626-1355,,6,공예품,DIY 가구제작,,042-608-6142,대전광역시 대덕구청,2020-04-14,3680000,대전광역시 대덕구
모여락협동조합,자립형,모여락협동조합,협동조합,대전광역시 대덕구 덕암북로 75 (석봉동),대전광역시 대덕구 석봉동 317-10,36.4444137587,127.4256522801,2014-09,2015-08,전찬주,042-932-7004,,30,공예품,공예품 제작 판매,,042-608-6142,대전광역시 대덕구청,2020-04-14,3680000,대전광역시 대덕구
장동쉬엄쉬엄,자립형,장동영농조합,영농조합,대전광역시 대덕구 산디로15번길63,대전광역시 대덕구 장동 336,36.4128678399,127.4410087743,2011-03,2011-03,황태문,070-4158-3360,,30,관광체험,"지역상품판매,농촌프로그램운영",,042-608-6142,대전광역시 대덕구청,2020-04-14,3680000,대전광역시 대덕구
븍카페노리,자립형,마더협동조합,협동조합,대전광역시 대덕구 동춘당로 90,대전광역시 대덕구 송촌동 463,36.3653936975,127.4402103426,2017-09,2018-04,윤선례,042-621-3311,,10,음식.소매,북카페.부모교육 및 강좌,,042-608-6142,대전광역시 대덕구청,2020-04-14,3680000,대전광역시 대덕구
소슬촌마을공동체,자립형,대청호물둘레협동조합,협동조합,대전광역시 대덕구 대청호수로 1326번길 97,대전광역시 대덕구 이현동 187,36.4146086109,127.4666891974,2017-03,2018-04,이성희,042-272-5802,,36,도소매.서비스,농사물직판.농촌체험,,042-608-6142,대전광역시 대덕구청,2020-04-14,3680000,대전광역시 대덕구
밥숟가락,자립형,밥숟가락동네부엌협동조합,협동조합,대전광역시 대덕구 송촌북로 19번길 8-16,대전광역시 대덕구 중리동 118-9,36.3647596610,127.4361732299,2018-11,2019-01,최희규,042-331-0613,,10,"음식,소매","제철음식판매, 먹거리교육 등",,042-608-6142,대전광역시 대덕구청,2020-04-14,3680000,대전광역시 대덕구
(사)금정산성문화체험촌,자립형,(사)금정산성문화체험촌,사단법인,부산광역시 금정구 죽전2길 42(금성동),부산광역시 금정구 금성동 472,,,2013-06,2013-07,차일찬,051-513-6848,,19,문화체험 통한 매출증대로 지역발전 이바지,문화체험,,051-519-4854,부산광역시 금정구청,2019-02-14,3350000,부산광역시 금정구
(주)우다다목공소,자립형,(주)우다다목공소,주식회사,,부산광역시 금정구 두구동 179-1,,,2012-03,2014-04,김재환,051-508-7677,,30,"가구 제작 및 판매, DIY수업 제공",원목가구,,051-519-4854,부산광역시 금정구청,2019-02-14,3350000,부산광역시 금정구
(사)금샘마을공동체,자립형,(사)금샘마을공동체,사단법인,부산광역시 금정구 금강로 673(남산동),부산광역시 금정구 남산동 335-23,,,2011-04,2011-07,송해근,051-512-8006,,8,공동체마을 가꾸기 사업,공동체마을 가꾸기,,051-519-4854,부산광역시 금정구청,2019-02-14,3350000,부산광역시 금정구
(주)금빛물고기,자립형,(주)금빛물고기,주식회사,부산광역시 금정구 금강로 348(장전동),부산광역시 금정구 장전동 203-6,,,2011-09,2011-09,임정숙,051-581-5544,,8,"마을여행, 카페 운영",여행,,051-519-4854,부산광역시 금정구청,2019-02-14,3350000,부산광역시 금정구
천연비누사랑어머니회,자립형,천연비누사랑어머니회,기타,부산광역시 금정구 금정로 29-6(장전동),부산광역시 금정구 장전동 343-4,,,2011-03,2010-07,장성하,051-512-8525,,5,천연비누 판매로 지역일자리 창출,천연비누,,051-519-4854,부산광역시 금정구청,2019-02-14,3350000,부산광역시 금정구
금정산성영농협동조합,자립형,금정산성영농협동조합,협동조합,부산광역시 금정구 산성로 569-16(금성동),부산광역시 금정구 금성동 산41-11,,,2015-05,2015-07,강경중,051-518-1888,,9,친환경 고랭지 농산물생산,고랭지 농산물,,051-519-4854,부산광역시 금정구청,2019-02-14,3350000,부산광역시 금정구
금샘협동조합,신규,금샘협동조합,협동조합,부산광역시 금정구 중앙대로1685번길 15(부곡동),부산광역시 금정구 부곡동 235-2,,,2016-12,2017-06,임만호,051-513-3838,,6,지역민에 슬로푸드 공급,슬로컬푸드,,051-519-4854,부산광역시 금정구청,2019-02-14,3350000,부산광역시 금정구
소백산토종메주,신규,노동리마을회,기타,충청북도 단양군 단양읍 노동장현로 467,충청북도 단양군 단양읍 노동리 342-7,36.9550034,128.3727436,,2011-10,최모근,043-230-9763,,30,지역자원활용한 수익사업,전통장류,,043-230-9763,중소기업진흥공단,2020-03-31,4480000,충청북도 단양군
신토불이하일영농조합법인,2차년도,신토불이하일영농조합법인,영농조합,충청북도 단양군 가곡면 새밭로 469-11,충청북도 단양군 가곡면 대대리 315-1,36.99720773,128.4228577,,2011-04,박규성,043-230-9763,,10,지역자원활용한 수익사업,"절임배추,무시래기",,043-230-9763,중소기업진흥공단,2020-03-31,4480000,충청북도 단양군
용담골영농조합법인,신규,용담골영농조합법인,영농조합,충청북도 단양군 단성면 양당길 23-1,충청북도 단양군 단성면 양당리 161-4,36.90410686,128.2479426,,2012-11,이종현,043-230-9763,http://www.hailvillage.org,4,지역자원활용한 수익사업,오미자막걸리,,043-230-9763,중소기업진흥공단,2020-03-31,4480000,충청북도 단양군
산골소반,신규,도깨비영농조합법인,영농조합,충청북도 단양군 대강면 도락산로 137,충청북도 단양군 대강면 방곡리 185-3,36.8394552,128.3164763,,2015-06,지일환,043-230-9763,,11,지역자원활용한 수익사업,"찻잔, 꽃차 선물세트",,043-230-9763,중소기업진흥공단,2020-03-31,4480000,충청북도 단양군
